Taxa	Genotype	Country	Date
KJ803821.1	HBV-B	Malaysia	2013
KJ803820.1	HBV-B	Malaysia	2013
KJ803819.1	HBV-B	Malaysia	2012
KJ803818.1	HBV-C	Malaysia	2013
KJ803817.1	HBV-B	Malaysia	2012
KJ803816.1	HBV-B	Malaysia	2012
KJ803815.1	HBV-C	Malaysia	2013
KJ803814.1	HBV-C	Malaysia	2013
KJ803813.1	HBV-C	Malaysia	2013
KJ803812.1	HBV-C	Malaysia	2013
KJ803811.1	HBV-C	Malaysia	2013
KJ803810.1	HBV-C	Malaysia	2013
KJ803809.1	HBV-C	Malaysia	2012
KJ803808.1	HBV-B	Malaysia	2012
KJ803807.1	HBV-B	Malaysia	2013
KJ803806.1	HBV-B	Malaysia	2013
KJ803805.1	HBV-B	Malaysia	2013
KJ803804.1	HBV-C	Malaysia	2013
KJ803803.1	HBV-B	Malaysia	2013
KJ803802.1	HBV-B	Malaysia	2012
KJ803801.1	HBV-B	Malaysia	2012
KJ803800.1	HBV-C	Malaysia	2012
KJ803799.1	HBV-C	Malaysia	2012
KJ803798.1	HBV-C	Malaysia	2012
KJ803797.1	HBV-B	Malaysia	2012
KJ803796.1	HBV-B	Malaysia	2012
KJ803795.1	HBV-B	Malaysia	2012
KJ803794.1	HBV-C	Malaysia	2012
KJ803793.1	HBV-C	Malaysia	2012
KJ803792.1	HBV-C	Malaysia	2012
KJ803791.1	HBV-B	Malaysia	2012
KJ803790.1	HBV-C	Malaysia	2012
KJ803789.1	HBV-B	Malaysia	2012
KJ803788.1	HBV-B	Malaysia	2012
KJ803787.1	HBV-B	Malaysia	2012
KJ803786.1	HBV-B	Malaysia	2012
KJ803785.1	HBV-C	Malaysia	2012
KJ803784.1	HBV-B	Malaysia	2012
KJ803783.1	HBV-B	Malaysia	2012
KJ803782.1	HBV-B	Malaysia	2012
KJ803781.1	HBV-B	Malaysia	2012
KJ803780.1	HBV-C	Malaysia	2012
KJ803779.1	HBV-C	Malaysia	2012
KJ803778.1	HBV-C	Malaysia	2012
KJ803777.1	HBV-C	Malaysia	2012
KJ803776.1	HBV-C	Malaysia	2012
KJ803775.1	HBV-B	Malaysia	2012
KJ803774.1	HBV-C	Malaysia	2012
KJ803773.1	HBV-B	Malaysia	2012
KJ803772.1	HBV-B	Malaysia	2012
KJ803771.1	HBV-D	Malaysia	2012
KJ803770.1	HBV-C	Malaysia	2012
KJ803769.1	HBV-C	Malaysia	2012
KJ803768.1	HBV-B	Malaysia	2012
KJ803767.1	HBV-C	Malaysia	2012
KJ803766.1	HBV-C	Malaysia	2012
KJ803765.1	HBV-C	Malaysia	2012
KJ803764.1	HBV-B	Malaysia	2012
KJ803763.1	HBV-B	Malaysia	2012
KJ803762.1	HBV-C	Malaysia	2012
KJ803761.1	HBV-C	Malaysia	2012
KJ803760.1	HBV-C	Malaysia	2012
KJ803759.1	HBV-C	Malaysia	2012
KJ803758.1	HBV-B	Malaysia	2012
KJ803757.1	HBV-C	Malaysia	2012
KJ803756.1	HBV-B	Malaysia	2012
KJ803755.1	HBV-B	Malaysia	2012
KJ803754.1	HBV-C	Malaysia	2012
KJ803753.1	HBV-C	Malaysia	2012
KJ803752.1	HBV-B	Malaysia	2012
KJ790200.1	HBV-B	Taiwan, Province of China	2011
KJ790199.1	HBV-C	Taiwan, Province of China	2011
KJ676694.1	HBV-F	Argentina	2004
KJ676693.1	HBV-F	Argentina	2007
KJ676692.1	HBV-F	Argentina	2008
KJ647356.1	HBV-D	Argentina	2011
KJ647355.1	HBV-D	Argentina	2011
KJ647354.1	HBV-F	Argentina	2011
KJ647353.1	HBV-D	Argentina	2011
KJ647352.1	HBV-D	Argentina	2011
KJ647351.1	HBV-D	Argentina	2011
KJ647350.1	HBV-D	Argentina	2011
KJ647349.1	HBV-D	Argentina	2010
KJ638664.1	HBV-F	Panama	2011
KJ638663.1	HBV-F	Panama	2011
KJ638662.1	HBV-F	Panama	2011
KJ638661.1	HBV-A	Panama	2011
KJ638660.1	HBV-F	Panama	2010
KJ638659.1	HBV-F	Panama	2011
KJ638658.1	HBV-F	Panama	2011
KJ638657.1	HBV-F	Panama	2010
KJ638656.1	HBV-F	Panama	2012
KJ598780.1	HBV-C	China	2011
KJ598779.1	HBV-C	China	2011
KJ598778.1	HBV-C	China	2011
KJ598777.1	HBV-C	China	2011
KJ598776.1	HBV-C	China	2011
KJ598775.1	HBV-C	China	2011
KJ598774.1	HBV-C	China	2011
KJ598773.1	HBV-C	China	2011
KJ598772.1	HBV-C	China	2011
KJ598771.1	HBV-C	China	2011
KJ598770.1	HBV-C	China	2011
KJ598769.1	HBV-C	China	2011
KJ598768.1	HBV-C	China	2011
KJ598767.1	HBV-C	China	2011
KJ598766.1	HBV-C	China	2011
KJ598765.1	HBV-C	China	2011
KJ598764.1	HBV-C	China	2011
KJ598763.1	HBV-C	China	2011
KJ598762.1	HBV-C	China	2011
KJ598761.1	HBV-C	China	2011
KJ598760.1	HBV-C	China	2011
KJ598759.1	HBV-C	China	2011
KJ598757.1	HBV-C	China	2011
KJ598756.1	HBV-C	China	2011
KJ598755.1	HBV-C	China	2011
KJ598754.1	HBV-C	China	2011
KJ598753.1	HBV-C	China	2011
KJ598752.1	HBV-C	China	2011
KJ598751.1	HBV-C	China	2011
KJ598750.1	HBV-C	China	2011
KJ598749.1	HBV-C	China	2011
KJ598748.1	HBV-C	China	2011
KJ598747.1	HBV-C	China	2011
KJ598746.1	HBV-C	China	2011
KJ598745.1	HBV-C	China	2011
KJ598744.1	HBV-C	China	2011
KJ598743.1	HBV-C	China	2011
KJ598742.1	HBV-C	China	2011
KJ598741.1	HBV-C	China	2011
KJ598740.1	HBV-C	China	2011
KJ598739.1	HBV-C	China	2011
KJ598738.1	HBV-C	China	2011
KJ598737.1	HBV-C	China	2011
KJ598736.1	HBV-C	China	2011
KJ598735.1	HBV-C	China	2011
KJ598734.1	HBV-C	China	2011
KJ598733.1	HBV-C	China	2011
KJ598732.1	HBV-C	China	2011
KJ598731.1	HBV-C	China	2011
KJ598730.1	HBV-C	China	2011
KJ598729.1	HBV-C	China	2011
KJ598728.1	HBV-C	China	2011
KJ598727.1	HBV-C	China	2011
KJ598726.1	HBV-C	China	2011
KJ598725.1	HBV-C	China	2011
KJ598724.1	HBV-C	China	2011
KJ598723.1	HBV-C	China	2011
KJ598722.1	HBV-C	China	2011
KJ598721.1	HBV-C	China	2011
KJ598720.1	HBV-C	China	2011
KJ598719.1	HBV-C	China	2011
KJ598718.1	HBV-C	China	2011
KJ598717.1	HBV-C	China	2011
KJ598716.1	HBV-C	China	2011
KJ598715.1	HBV-C	China	2011
KJ598714.1	HBV-C	China	2011
KJ598713.1	HBV-C	China	2011
KJ598712.1	HBV-C	China	2011
KJ598711.1	HBV-C	China	2011
KJ598710.1	HBV-C	China	2011
KJ598709.1	HBV-C	China	2011
KJ598708.1	HBV-C	China	2011
KJ598707.1	HBV-C	China	2011
KJ598706.1	HBV-C	China	2011
KJ598705.1	HBV-C	China	2011
KJ598704.1	HBV-C	China	2011
KJ598703.1	HBV-C	China	2011
KJ598702.1	HBV-C	China	2011
KJ598701.1	HBV-C	China	2011
KJ598700.1	HBV-C	China	2011
KJ598699.1	HBV-C	China	2011
KJ598698.1	HBV-C	China	2011
KJ598697.1	HBV-C	China	2011
KJ598696.1	HBV-C	China	2011
KJ598695.1	HBV-C	China	2011
KJ598694.1	HBV-C	China	2011
KJ598693.1	HBV-C	China	2011
KJ598692.1	HBV-C	China	2011
KJ598691.1	HBV-C	China	2011
KJ598690.1	HBV-C	China	2011
KJ598689.1	HBV-C	China	2011
KJ598688.1	HBV-C	China	2011
KJ598687.1	HBV-C	China	2011
KJ598686.1	HBV-C	China	2011
KJ598685.1	HBV-C	China	2011
KJ598684.1	HBV-C	China	2011
KJ598683.1	HBV-C	China	2011
KJ598682.1	HBV-C	China	2011
KJ598681.1	HBV-C	China	2011
KJ598680.1	HBV-C	China	2011
KJ598679.1	HBV-C	China	2011
KJ598678.1	HBV-C	China	2011
KJ598677.1	HBV-C	China	2011
KJ598676.1	HBV-C	China	2011
KJ598675.1	HBV-C	China	2011
KJ598674.1	HBV-C	China	2011
KJ598673.1	HBV-C	China	2011
KJ598672.1	HBV-C	China	2011
KJ598671.1	HBV-C	China	2011
KJ598670.1	HBV-C	China	2011
KJ598669.1	HBV-C	China	2011
KJ598668.1	HBV-C	China	2011
KJ598667.1	HBV-C	China	2011
KJ598666.1	HBV-C	China	2011
KJ598665.1	HBV-C	China	2011
KJ598664.1	HBV-C	China	2011
KJ598663.1	HBV-C	China	2011
KJ598662.1	HBV-C	China	2011
KJ598661.1	HBV-C	China	2011
KJ598660.1	HBV-C	China	2011
KJ598659.1	HBV-C	China	2011
KJ598658.1	HBV-C	China	2011
KJ598657.1	HBV-C	China	2011
KJ598656.1	HBV-C	China	2011
KJ598655.1	HBV-C	China	2011
KJ598654.1	HBV-C	China	2011
KJ598653.1	HBV-C	China	2011
KJ598652.1	HBV-C	China	2011
KJ598651.1	HBV-C	China	2011
KJ598650.1	HBV-C	China	2011
KJ598649.1	HBV-C	China	2011
KJ598648.1	HBV-C	China	2011
KJ598647.1	HBV-C	China	2011
KJ598646.1	HBV-C	China	2011
KJ598645.1	HBV-C	China	2011
KJ598644.1	HBV-C	China	2011
KJ598643.1	HBV-C	China	2011
KJ598642.1	HBV-C	China	2011
KJ598641.1	HBV-C	China	2011
KJ598640.1	HBV-C	China	2011
KJ598639.1	HBV-C	China	2011
KJ598638.1	HBV-C	China	2011
KJ598637.1	HBV-C	China	2011
KJ598636.1	HBV-C	China	2011
KJ598635.1	HBV-C	China	2011
KJ586811.1	HBV-D	Uruguay	2010
KJ586810.1	HBV-A	Uruguay	2013
KJ586809.1	HBV-A	Uruguay	2013
KJ586808.1	HBV-F	Uruguay	2013
KJ586807.1	HBV-F	Uruguay	2013
KJ586806.1	HBV-F	Uruguay	2007
KJ586805.1	HBV-F	Uruguay	2012
KJ586804.1	HBV-F	Uruguay	2013
KJ586803.1	HBV-F	Uruguay	2009
KJ533389.1	HBV-A	India	2009
KJ533388.1	HBV-A	India	2009
KJ533387.1	HBV-A	India	2009
KJ533386.1	HBV-A	India	2009
KJ533385.1	HBV-A	India	2009
KJ470898.1	HBV-D	Brazil	2010
KJ470897.1	HBV-D	Brazil	2008
KJ470896.1	HBV-D	Brazil	2009
KJ470895.1	HBV-D	Brazil	2009
KJ470894.1	HBV-D	Brazil	2010
KJ470893.1	HBV-D	Brazil	2009
KJ470892.1	HBV-D	Brazil	2008
KJ470891.1	HBV-D	Brazil	2008
KJ470890.1	HBV-D	Brazil	2009
KJ470889.1	HBV-D	Brazil	2009
KJ470888.1	HBV-D	Brazil	2009
KJ470887.1	HBV-D	Brazil	2009
KJ470886.1	HBV-D	Brazil	2009
KJ470885.1	HBV-D	Brazil	2010
KJ470884.1	HBV-D	Brazil	2010
KJ410521.1	HBV-C	Hong Kong	2012
KJ410520.1	HBV-C	Hong Kong	2012
KJ410519.1	HBV-C	Hong Kong	2012
KJ410518.1	HBV-C	Hong Kong	2012
KJ410517.1	HBV-B	Hong Kong	2012
KJ410516.1	HBV-B	Hong Kong	2012
KJ410515.1	HBV-C	Hong Kong	2012
KJ410514.1	HBV-C	Hong Kong	2012
KJ410513.1	HBV-C	Hong Kong	2012
KJ410512.1	HBV-B	Hong Kong	2012
KJ410511.1	HBV-C	Hong Kong	2012
KJ410510.1	HBV-C	Hong Kong	2012
KJ410508.1	HBV-C	Hong Kong	2012
KJ410507.1	HBV-B	Hong Kong	2012
KJ410506.1	HBV-C	Hong Kong	2012
KJ410505.1	HBV-C	Hong Kong	2012
KJ410504.1	HBV-C	Hong Kong	2012
KJ410503.1	HBV-C	Hong Kong	2012
KJ410502.1	HBV-B	Hong Kong	2012
KJ410501.1	HBV-C	Hong Kong	2012
KJ410500.1	HBV-B	Hong Kong	2012
KJ410499.1	HBV-C	Hong Kong	2012
KJ410498.1	HBV-C	Hong Kong	2012
KJ410497.1	HBV-B	Hong Kong	2012
KJ410496.1	HBV-C	Hong Kong	2012
KJ410495.1	HBV-C	Hong Kong	2012
KJ410494.1	HBV-C	Hong Kong	2012
KJ410493.1	HBV-C	Hong Kong	2012
KJ410492.1	HBV-C	Hong Kong	2012
KJ410491.1	HBV-C	Hong Kong	2012
KJ410490.1	HBV-B	Hong Kong	2012
KJ410489.1	HBV-C	Hong Kong	2012
KJ194508.1	HBV-G	Netherlands	1994
KJ194506.1	HBV-A	Netherlands	1994
KJ173446.1	HBV-C	China	2012
KJ173445.1	HBV-C	China	2012
KJ173444.1	HBV-C	China	2012
KJ173443.1	HBV-C	China	2012
KJ173442.1	HBV-C	China	2012
KJ173441.1	HBV-C	China	2012
KJ173440.1	HBV-C	China	2012
KJ173439.1	HBV-C	China	2012
KJ173438.1	HBV-C	China	2012
KJ173437.1	HBV-C	China	2012
KJ173436.1	HBV-C	China	2012
KJ173435.1	HBV-C	China	2012
KJ173434.1	HBV-C	China	2012
KJ173433.1	HBV-C	China	2012
KJ173432.1	HBV-C	China	2012
KJ173431.1	HBV-C	China	2012
KJ173430.1	HBV-C	China	2012
KJ173429.1	HBV-C	China	2012
KJ173428.1	HBV-C	China	2012
KJ173427.1	HBV-C	China	2012
KJ173426.1	HBV-C	China	2012
KJ173425.1	HBV-B	China	2012
KJ173424.1	HBV-B	China	2012
KJ173423.1	HBV-B	China	2012
KJ173422.1	HBV-B	China	2012
KJ173421.1	HBV-B	China	2012
KJ173420.1	HBV-B	China	2012
KJ173419.1	HBV-B	China	2012
KJ173418.1	HBV-B	China	2012
KJ173417.1	HBV-B	China	2012
KJ173416.1	HBV-B	China	2012
KJ173415.1	HBV-B	China	2012
KJ173414.1	HBV-B	China	2012
KJ173413.1	HBV-B	China	2012
KJ173412.1	HBV-B	China	2012
KJ173411.1	HBV-B	China	2012
KJ173410.1	HBV-B	China	2012
KJ173409.1	HBV-B	China	2012
KJ173408.1	HBV-B	China	2012
KJ173407.1	HBV-B	China	2012
KJ173406.1	HBV-B	China	2012
KJ173405.1	HBV-B	China	2012
KJ173404.1	HBV-B	China	2012
KJ173403.1	HBV-B	China	2012
KJ173402.1	HBV-B	China	2012
KJ173401.1	HBV-B	China	2012
KJ173400.1	HBV-B	China	2012
KJ173399.1	HBV-B	China	2012
KJ173398.1	HBV-B	China	2012
KJ173397.1	HBV-B	China	2012
KJ173396.1	HBV-C	China	2012
KJ173395.1	HBV-C	China	2012
KJ173394.1	HBV-C	China	2012
KJ173393.1	HBV-C	China	2012
KJ173392.1	HBV-C	China	2012
KJ173391.1	HBV-C	China	2012
KJ173390.1	HBV-B	China	2012
KJ173389.1	HBV-B	China	2012
KJ173388.1	HBV-B	China	2012
KJ173387.1	HBV-B	China	2012
KJ173386.1	HBV-B	China	2012
KJ173385.1	HBV-B	China	2012
KJ173384.1	HBV-B	China	2012
KJ173383.1	HBV-B	China	2012
KJ173382.1	HBV-B	China	2012
KJ173381.1	HBV-B	China	2012
KJ173380.1	HBV-B	China	2012
KJ173379.1	HBV-B	China	2012
KJ173378.1	HBV-B	China	2012
KJ173377.1	HBV-B	China	2012
KJ173376.1	HBV-B	China	2012
KJ173375.1	HBV-B	China	2012
KJ173374.1	HBV-B	China	2012
KJ173373.1	HBV-B	China	2012
KJ173372.1	HBV-B	China	2012
KJ173371.1	HBV-B	China	2012
KJ173370.1	HBV-B	China	2012
KJ173369.1	HBV-B	China	2012
KJ173368.1	HBV-B	China	2012
KJ173367.1	HBV-B	China	2012
KJ173366.1	HBV-B	China	2012
KJ173365.1	HBV-B	China	2012
KJ173364.1	HBV-B	China	2012
KJ173363.1	HBV-B	China	2012
KJ173362.1	HBV-B	China	2012
KJ173361.1	HBV-B	China	2012
KJ173360.1	HBV-B	China	2012
KJ173359.1	HBV-B	China	2012
KJ173358.1	HBV-C	China	2012
KJ173357.1	HBV-B	China	2012
KJ173356.1	HBV-B	China	2012
KJ173355.1	HBV-B	China	2012
KJ173354.1	HBV-B	China	2012
KJ173353.1	HBV-B	China	2012
KJ173352.1	HBV-B	China	2012
KJ173351.1	HBV-B	China	2012
KJ173350.1	HBV-C	China	2012
KJ173349.1	HBV-C	China	2012
KJ173348.1	HBV-B	China	2012
KJ173347.1	HBV-B	China	2012
KJ173346.1	HBV-B	China	2012
KJ173345.1	HBV-B	China	2012
KJ173344.1	HBV-B	China	2012
KJ173343.1	HBV-B	China	2012
KJ173342.1	HBV-B	China	2012
KJ173341.1	HBV-B	China	2012
KJ173340.1	HBV-B	China	2012
KJ173339.1	HBV-B	China	2012
KJ173338.1	HBV-C	China	2012
KJ173337.1	HBV-C	China	2012
KJ173336.1	HBV-C	China	2012
KJ173335.1	HBV-C	China	2012
KJ173334.1	HBV-C	China	2012
KJ173333.1	HBV-C	China	2012
KJ173332.1	HBV-C	China	2012
KJ173331.1	HBV-C	China	2012
KJ173330.1	HBV-C	China	2012
KJ173329.1	HBV-C	China	2012
KJ173328.1	HBV-C	China	2012
KJ173327.1	HBV-C	China	2012
KJ173326.1	HBV-C	China	2012
KJ173325.1	HBV-C	China	2012
KJ173324.1	HBV-C	China	2012
KJ173323.1	HBV-C	China	2012
KJ173322.1	HBV-C	China	2012
KJ173321.1	HBV-C	China	2012
KJ173320.1	HBV-C	China	2012
KJ173319.1	HBV-C	China	2012
KJ173318.1	HBV-C	China	2012
KJ173317.1	HBV-C	China	2012
KJ173316.1	HBV-C	China	2012
KJ173315.1	HBV-C	China	2012
KJ173314.1	HBV-C	China	2012
KJ173313.1	HBV-C	China	2012
KJ173312.1	HBV-C	China	2012
KJ173311.1	HBV-C	China	2012
KJ173310.1	HBV-C	China	2012
KJ173309.1	HBV-C	China	2012
KJ173308.1	HBV-C	China	2012
KJ173307.1	HBV-C	China	2012
KJ173306.1	HBV-C	China	2012
KJ173305.1	HBV-C	China	2012
KJ173304.1	HBV-C	China	2012
KJ173303.1	HBV-C	China	2012
KJ173302.1	HBV-C	China	2012
KJ173301.1	HBV-C	China	2012
KJ173300.1	HBV-C	China	2012
KJ173299.1	HBV-C	China	2012
KJ173298.1	HBV-B	China	2012
KJ173297.1	HBV-B	China	2012
KJ173296.1	HBV-C	China	2012
KJ173295.1	HBV-C	China	2012
KJ173294.1	HBV-C	China	2012
KJ173293.1	HBV-C	China	2012
KJ173292.1	HBV-C	China	2012
KJ173291.1	HBV-C	China	2012
KJ173290.1	HBV-C	China	2012
KJ173289.1	HBV-C	China	2012
KJ173288.1	HBV-C	China	2012
KJ173287.1	HBV-C	China	2012
KJ173286.1	HBV-C	China	2012
KJ173285.1	HBV-C	China	2012
KJ173284.1	HBV-C	China	2012
KJ173283.1	HBV-C	China	2012
KJ173282.1	HBV-C	China	2012
KJ173281.1	HBV-C	China	2012
KJ173280.1	HBV-C	China	2012
KJ173279.1	HBV-C	China	2012
KJ010778.1	HBV-A	South Africa	2009
KJ010777.1	HBV-A	South Africa	2009
KJ010776.1	HBV-A	South Africa	2009
KF922439.1	HBV-E	South Africa	2012
KF922438.1	HBV-E	South Africa	2012
KF922437.1	HBV-A	South Africa	2007
KF922436.1	HBV-A	South Africa	2007
KF922435.1	HBV-A	South Africa	2007
KF922434.1	HBV-A	South Africa	2007
KF922433.1	HBV-A	South Africa	2007
KF922432.1	HBV-D	South Africa	2007
KF922431.1	HBV-A	South Africa	2007
KF922430.1	HBV-A	South Africa	2007
KF922429.1	HBV-A	South Africa	2007
KF922428.1	HBV-A	South Africa	2007
KF922427.1	HBV-A	South Africa	2007
KF922426.1	HBV-A	South Africa	2007
KF922425.1	HBV-A	South Africa	2007
KF922424.1	HBV-A	South Africa	2007
KF922423.1	HBV-A	South Africa	2007
KF922422.1	HBV-A	South Africa	2007
KF922421.1	HBV-A	South Africa	2007
KF922420.1	HBV-A	South Africa	2007
KF922419.1	HBV-A	South Africa	2007
KF922418.1	HBV-A	South Africa	2007
KF922417.1	HBV-A	South Africa	2007
KF922416.1	HBV-A	South Africa	2007
KF922415.1	HBV-A	South Africa	2007
KF922414.1	HBV-A	South Africa	2007
KF922413.1	HBV-A	South Africa	2007
KF922412.1	HBV-A	South Africa	2007
KF922411.1	HBV-A	South Africa	2007
KF922410.1	HBV-A	South Africa	2007
KF922409.1	HBV-A	South Africa	2007
KF922408.1	HBV-A	South Africa	2007
KF922407.1	HBV-A	South Africa	2007
KF922406.1	HBV-A	South Africa	2007
KF917451.1	HBV-C	China	2011
KF873545.1	HBV-C	Australia	2011
KF873544.1	HBV-C	Australia	2010
KF873543.1	HBV-C	Australia	2011
KF873542.1	HBV-C	Australia	2011
KF873541.1	HBV-C	Australia	2011
KF873540.1	HBV-C	Australia	2010
KF873539.1	HBV-C	Australia	2011
KF873538.1	HBV-C	Australia	2012
KF873537.1	HBV-C	Australia	2011
KF873536.1	HBV-C	Australia	2012
KF873535.1	HBV-C	Australia	2011
KF873534.1	HBV-C	Australia	2011
KF873533.1	HBV-C	Australia	2011
KF873532.1	HBV-C	Australia	2011
KF873531.1	HBV-C	Australia	2011
KF873530.1	HBV-C	Australia	2011
KF873529.1	HBV-C	Australia	2012
KF873528.1	HBV-C	Australia	2011
KF873527.1	HBV-C	Australia	2011
KF873526.1	HBV-C	Australia	2011
KF873525.1	HBV-C	Australia	2011
KF873524.1	HBV-C	Australia	2011
KF873523.1	HBV-C	Australia	2012
KF873522.1	HBV-C	Australia	2010
KF873521.1	HBV-C	Australia	2012
KF873520.1	HBV-C	Australia	2011
KF873519.1	HBV-C	Australia	2010
KF873518.1	HBV-C	Australia	2010
KF873517.1	HBV-C	Australia	2010
KF873516.1	HBV-C	Australia	2011
KF873515.1	HBV-C	Australia	2011
KF873514.1	HBV-C	Australia	2011
KF873513.1	HBV-C	Australia	2011
KF873512.1	HBV-C	Australia	2010
KF873511.1	HBV-C	Australia	2010
KF849728.1	HBV-E	Angola	2007
KF849727.1	HBV-E	Angola	2007
KF849726.1	HBV-E	Angola	2007
KF849725.1	HBV-E	Angola	2007
KF849724.1	HBV-E	Angola	2007
KF849723.1	HBV-E	Angola	2007
KF849722.1	HBV-E	Angola	2007
KF849721.1	HBV-E	Angola	2007
KF849720.1	HBV-E	Angola	2007
KF849719.1	HBV-E	Angola	2007
KF849718.1	HBV-E	Angola	2007
KF849717.1	HBV-E	Angola	2007
KF849716.1	HBV-E	Angola	2007
KF849715.1	HBV-E	Angola	2007
KF849714.1	HBV-E	Angola	2007
KF849713.1	HBV-E	Angola	2007
KF779386.1	HBV-A	United States	2001
KF779385.1	HBV-A	United States	2000
KF779384.1	HBV-A	United States	2000
KF779383.1	HBV-A	United States	2005
KF779382.1	HBV-D	United States	2005
KF779381.1	HBV-A	United States	2004
KF779380.1	HBV-D	United States	2003
KF779379.1	HBV-A	United States	2002
KF779378.1	HBV-A	United States	2001
KF779377.1	HBV-D	United States	2000
KF779376.1	HBV-D	United States	2000
KF779375.1	HBV-A	United States	2006
KF779374.1	HBV-A	United States	2006
KF779373.1	HBV-A	United States	2005
KF779372.1	HBV-A	United States	2005
KF779371.1	HBV-A	United States	2005
KF779370.1	HBV-A	United States	2005
KF779369.1	HBV-A	United States	2005
KF779368.1	HBV-A	United States	2004
KF779367.1	HBV-A	United States	2004
KF779366.1	HBV-A	United States	2004
KF779365.1	HBV-A	United States	2004
KF779364.1	HBV-A	United States	2004
KF779363.1	HBV-A	United States	2004
KF779362.1	HBV-A	United States	2004
KF779361.1	HBV-A	United States	2004
KF779360.1	HBV-A	United States	2004
KF779359.1	HBV-A	United States	2004
KF779358.1	HBV-A	United States	2004
KF779357.1	HBV-G	United States	2004
KF779356.1	HBV-A	United States	2004
KF779355.1	HBV-A	United States	2003
KF779354.1	HBV-A	United States	2003
KF779353.1	HBV-D	United States	2003
KF779352.1	HBV-A	United States	2003
KF779351.1	HBV-A	United States	2003
KF779350.1	HBV-A	United States	2003
KF779349.1	HBV-A	United States	2003
KF779348.1	HBV-A	United States	2003
KF779347.1	HBV-A	United States	2003
KF779346.1	HBV-A	United States	2003
KF779345.1	HBV-A	United States	2003
KF779344.1	HBV-A	United States	2003
KF779343.1	HBV-D	United States	2003
KF779342.1	HBV-A	United States	2002
KF779341.1	HBV-D	United States	2002
KF779340.1	HBV-D	United States	2002
KF779339.1	HBV-A	United States	2002
KF779338.1	HBV-A	United States	2002
KF779337.1	HBV-A	United States	2002
KF779336.1	HBV-A	United States	2002
KF779335.1	HBV-A	United States	2002
KF779334.1	HBV-A	United States	2002
KF779333.1	HBV-A	United States	2002
KF779332.1	HBV-A	United States	2001
KF779331.1	HBV-A	United States	2001
KF779330.1	HBV-A	United States	2001
KF779329.1	HBV-A	United States	2001
KF779328.1	HBV-A	United States	2001
KF779327.1	HBV-B	United States	2001
KF779326.1	HBV-A	United States	2001
KF779325.1	HBV-A	United States	2001
KF779324.1	HBV-A	United States	2001
KF779323.1	HBV-A	United States	2001
KF779322.1	HBV-A	United States	2001
KF779321.1	HBV-A	United States	2000
KF779320.1	HBV-A	United States	2000
KF779319.1	HBV-A	United States	2000
KF779318.1	HBV-D	United States	2000
KF779317.1	HBV-A	United States	2000
KF779316.1	HBV-A	United States	1999
KF779315.1	HBV-A	United States	1998
KF779314.1	HBV-A	United States	1998
KF779313.1	HBV-A	United States	1998
KF779312.1	HBV-A	United States	1998
KF779311.1	HBV-A	United States	1998
KF779310.1	HBV-A	United States	2005
KF779309.1	HBV-A	United States	2005
KF779308.1	HBV-A	United States	2004
KF779307.1	HBV-A	United States	2003
KF779306.1	HBV-A	United States	2003
KF779305.1	HBV-A	United States	2003
KF779304.1	HBV-A	United States	2002
KF779303.1	HBV-D	United States	2002
KF779302.1	HBV-D	United States	2002
KF779301.1	HBV-D	United States	2002
KF779300.1	HBV-C	United States	2002
KF779299.1	HBV-A	United States	2002
KF779298.1	HBV-A	United States	2001
KF779297.1	HBV-A	United States	2001
KF779296.1	HBV-D	United States	2001
KF779295.1	HBV-A	United States	2001
KF779294.1	HBV-A	United States	2001
KF779293.1	HBV-A	United States	2000
KF779292.1	HBV-D	United States	2000
KF779291.1	HBV-A	United States	2000
KF779290.1	HBV-A	United States	2000
KF779289.1	HBV-D	United States	2000
KF779288.1	HBV-D	United States	1999
KF779287.1	HBV-A	United States	1999
KF779286.1	HBV-A	United States	1999
KF779285.1	HBV-D	United States	1999
KF779284.1	HBV-A	United States	1999
KF779283.1	HBV-A	United States	2005
KF779282.1	HBV-A	United States	2005
KF779281.1	HBV-A	United States	2005
KF779280.1	HBV-A	United States	2005
KF779279.1	HBV-A	United States	2005
KF779278.1	HBV-A	United States	2005
KF779277.1	HBV-A	United States	2004
KF779276.1	HBV-A	United States	2004
KF779275.1	HBV-A	United States	2003
KF779274.1	HBV-A	United States	2003
KF779273.1	HBV-A	United States	2003
KF779272.1	HBV-A	United States	2003
KF779271.1	HBV-A	United States	2003
KF779270.1	HBV-A	United States	2003
KF779269.1	HBV-A	United States	2003
KF779268.1	HBV-A	United States	2000
KF779267.1	HBV-G	United States	2000
KF779266.1	HBV-A	United States	2000
KF779265.1	HBV-A	United States	2000
KF779264.1	HBV-A	United States	2000
KF779263.1	HBV-A	United States	1999
KF779262.1	HBV-A	United States	1999
KF779261.1	HBV-A	United States	1999
KF779260.1	HBV-A	United States	1999
KF779259.1	HBV-A	United States	1999
KF779258.1	HBV-A	United States	1999
KF779257.1	HBV-A	United States	1999
KF779256.1	HBV-A	United States	1998
KF779255.1	HBV-A	United States	1998
KF779254.1	HBV-A	United States	1998
KF779253.1	HBV-A	United States	1998
KF779252.1	HBV-A	United States	1998
KF779251.1	HBV-A	United States	1998
KF779250.1	HBV-D	United States	2006
KF779249.1	HBV-A	United States	2005
KF779248.1	HBV-A	United States	2005
KF779247.1	HBV-A	United States	2005
